Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
SW-PGDW1542,seaport-white-wall-cabinet-with-glass-door-15-42-12,Seaport White Wall Cabinet with Glass Door - 15w 42h 12d,"Floor-to-ceiling elegance without the renovation. This extra-tall cabinet creates built-in display case drama—stack complete place settings, showcase stemware by height, or display that wedding china you promised you'd use. The glass door means everything stays museum-clean while looking magazine-worthy.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1542_1a67e1d7-5041-404c-b874-269a902a9dc0.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,42.0in,15.0in
SW-PGDW1815,seaport-white-wall-cabinet-with-glass-door-18-15-12,Seaport White Wall Cabinet with Glass Door - 18w 15h 12d,"Wide enough for real life. This broader cabinet handles those awkward items—large platters, cake stands, or that pasta bowl set that never fit anywhere else. The glass door keeps everything visible so you'll actually use those special pieces instead of forgetting them.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1815_7ceb8084-0a31-434d-ab09-65fa6ff2a917.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,15.0in,18.0in
SW-PGDW1830,seaport-white-wall-cabinet-with-glass-door-18-30-12,Seaport White Wall Cabinet with Glass Door - 18w 30h 12d,"The Goldilocks of display cabinets—not too tall, not too short, and wide enough for everything. Display your barware collection up top, everyday dishes below, or create zones for different occasions. The glass door means quick visual inventory when planning dinner parties.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1830_e50a7b81-703c-483f-a75d-dfd6a219c1d1.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,18.0in
SW-PGDW1836,seaport-white-wall-cabinet-with-glass-door-18-36-12,Seaport White Wall Cabinet with Glass Door - 18w 36h 12d,"This is the cabinet that makes guests ask where you got it. Tall enough for drama, wide enough for complete sets, with glass that frames everything like art. Display wedding gifts, inherited pieces, or that dish collection that started as one purchase and became an obsession.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1836_a5fcc731-791e-44b6-85ff-d8259cc2fe66.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,36.0in,18.0in
SW-PGDW1842,seaport-white-wall-cabinet-with-glass-door-18-42-12,Seaport White Wall Cabinet with Glass Door - 18w 42h 12d,"When you need maximum impact. This extra-tall, extra-wide cabinet commands attention while organizing everything—complete dinnerware service, tiered cake stands, punch bowls, and all those pieces you save for special. The glass door turns storage into showcase.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1842_46dfd812-e334-437d-91f6-6bfafa83cc0e.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,42.0in,18.0in
SW-PGDW2115,seaport-white-wall-cabinet-with-glass-door-21-15-12,Seaport White Wall Cabinet with Glass Door - 21w 15h 12d,"Finally, a cabinet that fits non-standard spaces. This single wide door eliminates the center divide, creating uninterrupted display for larger pieces—that inherited silver tray, the cutting board collection, or serving platters that actually get used. The glass keeps everything clean between dinner parties.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2115_83f0c178-c33d-4301-8a17-22f99f04551f.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,15.0in,21.0in
SW-PGDW2130,seaport-white-wall-cabinet-with-glass-door-21-30-12,Seaport White Wall Cabinet with Glass Door - 21w 30h 12d,"One door, endless possibilities. This wider cabinet gives you panoramic display without visual interruption. Perfect for showcasing large serving pieces, tiered stands, or creating that open-shelf look with actual protection. The single door means easier access to everything inside.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2130_d2edc741-8dcd-4db1-baa6-fbf78e17fffb.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,21.0in
SW-PGDW2136,seaport-white-wall-cabinet-with-glass-door-21-36-12,Seaport White Wall Cabinet with Glass Door - 21w 36h 12d,"The showstopper that doesn't try too hard. This tall single-door cabinet creates clean lines and maximum impact. Display complete sets without interruption, showcase vertical collections, or let cabinet lighting turn everything into art. No center divide means nothing breaks the view.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2136_2a43f50b-5dfc-4caf-ba71-2353e06c1a4b.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,36.0in,21.0in
SW-PGDW2142,seaport-white-wall-cabinet-with-glass-door-21-42-12,Seaport White Wall Cabinet with Glass Door - 21w 42h 12d,"Go big with a single statement. This extra-tall single door creates museum-quality display space. No dividers means your tallest vases fit, tiered cake stands stack perfectly, and that complete barware collection looks like it belongs in a magazine. Modern lines, maximum drama.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2142_f5c18b4d-4343-40a7-b70b-5a8d6edfa6e4.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,42.0in,21.0in
SW-PGDW2415,seaport-white-wall-cabinet-with-glass-doors-24-15-12,Seaport White Wall Cabinet with Glass Doors - 24w 15h 12d,"Double the doors, double the charm. These matching glass doors bring traditional appeal to modern kitchens. Display matching sets on each side or mix collections—everyday on the left, special occasions on the right. The divided light look adds architectural interest.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2415_c3627d6d-3feb-46cc-bf37-77090d875975.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,white,12.0in,15.0in,24.0in
SW-PGDW2430,seaport-white-wall-cabinet-with-glass-doors-24-30-12,Seaport White Wall Cabinet with Glass Doors - 24w 30h 12d,"The cabinet that makes organization look effortless. Two doors mean you can access one side without disturbing the other—morning coffee supplies on the left, evening tea service on the right. Wide enough for real collections, tall enough to make them count.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2430_375dfaaa-42c7-4cfc-bb63-9990bc6ece89.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,white,12.0in,30.0in,24.0in
SW-PGDW2436,seaport-white-wall-cabinet-with-glass-doors-24-36-12,Seaport White Wall Cabinet with Glass Doors - 24w 36h 12d,"Built-in hutch vibes without the built-in price. These tall double doors create that furniture-quality look everyone wants. Display china on one side, crystal on the other, or let both doors frame one spectacular collection. The kind of cabinet that makes the whole kitchen feel custom.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW2436_78e9c76f-6872-44a6-9ea2-f8daf07135d5.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,24.00 USD,white,12.0in,36.0in,24.0in
